CPU_Utilization Memory_Consumption Current_Time Disk_Space(mb) Brick_Space(mb) Kafka_Disk_Usage(mb) Topic_Disk_Usage(mb) Heketi_Space(mb)
1.89 1.464 10:21:46 4.9 142 465 74 33
1.78 1.464 10:21:50 4.9 143 465 74 33
1.63 1.464 10:21:54 4.9 142 465 74 33
1.68 1.464 10:21:58 4.9 142 465 74 33
1.89 1.464 10:22:02 4.9 142 465 74 33
1.84 1.464 10:22:06 4.9 142 465 74 33
1.55 1.464 10:22:10 4.9 142 465 74 33
1.58 1.464 10:22:14 4.9 142 465 74 33
1.52 1.464 10:22:18 4.9 142 465 74 33
1.54 1.464 10:22:22 4.9 142 465 74 33
1.67 1.464 10:22:25 4.9 142 465 74 33
1.60 1.464 10:22:29 4.9 142 465 74 33
1.56 1.464 10:22:33 4.9 143 465 74 33
1.67 1.464 10:22:37 4.9 143 465 74 33
1.79 1.464 10:22:41 4.9 143 465 74 33
1.81 1.464 10:22:45 4.9 143 465 74 33
1.51 1.464 10:22:49 4.9 143 465 74 33
1.76 1.464 10:22:53 4.9 143 465 74 33
1.73 1.464 10:22:57 4.9 143 465 74 33
1.67 1.464 10:23:01 4.9 143 465 74 33
1.52 1.464 10:23:05 4.9 142 465 74 33
1.59 1.464 10:23:09 4.9 142 465 74 33
1.54 1.464 10:23:13 4.9 142 465 74 33
1.56 1.464 10:23:17 4.9 142 465 74 33
1.51 1.464 10:23:21 4.9 142 465 74 33
1.72 1.464 10:23:25 4.9 143 465 74 33
1.65 1.464 10:23:29 4.9 142 465 74 33
1.38 1.464 10:23:33 4.9 142 465 74 33
1.63 1.464 10:23:37 4.9 142 465 74 33
1.68 1.464 10:23:41 4.9 142 465 74 33
1.81 1.464 10:23:45 4.9 142 465 74 33
1.59 1.464 10:23:49 4.9 142 465 74 33
1.47 1.464 10:23:53 4.9 142 465 75 33
1.49 1.464 10:23:57 4.9 143 466 75 33
1.56 1.464 10:24:01 4.9 142 466 75 33
1.71 1.464 10:24:05 4.9 142 466 75 33
1.47 1.464 10:24:09 4.9 142 466 75 33
1.54 1.464 10:24:13 4.9 142 466 75 33
1.58 1.464 10:24:17 4.9 142 466 75 33
1.69 1.464 10:24:21 4.9 142 466 75 33
1.73 1.464 10:24:25 4.9 142 466 75 33
1.38 1.464 10:24:29 4.9 143 466 75 33
1.83 1.464 10:24:33 4.9 142 466 75 33
1.59 1.464 10:24:37 4.9 142 466 75 33
1.60 1.464 10:24:41 4.9 142 466 75 33
1.75 1.464 10:24:45 4.9 142 466 75 33
1.53 1.464 10:24:49 4.9 142 466 75 33
1.58 1.464 10:24:53 4.9 142 466 75 33
1.67 1.464 10:24:57 4.9 142 466 75 33
2.12 1.464 10:25:01 4.9 142 466 75 33
1.57 1.464 10:25:05 4.9 142 466 75 33
1.42 1.464 10:25:09 4.9 142 466 75 33
1.43 1.464 10:25:13 4.9 142 466 75 33
1.79 1.464 10:25:17 4.9 142 466 75 33
1.53 1.464 10:25:21 4.9 142 466 75 33
1.75 1.464 10:25:25 4.9 142 466 75 33
1.40 1.464 10:25:29 4.9 142 466 75 33
1.43 1.464 10:25:33 4.9 142 466 75 33
1.98 1.464 10:25:37 4.9 142 466 75 33
1.56 1.464 10:25:41 4.9 142 466 75 33
1.72 1.464 10:25:45 4.9 142 466 75 33
1.58 1.464 10:25:49 4.9 142 466 75 33
1.47 1.464 10:25:53 4.9 142 466 75 33
1.70 1.464 10:25:57 4.9 142 466 75 33
1.54 1.464 10:26:01 4.9 142 466 75 33
1.54 1.464 10:26:05 4.9 142 466 75 33
1.75 1.464 10:26:09 4.9 142 466 75 33
1.43 1.464 10:26:13 4.9 142 466 75 33
1.65 1.464 10:26:17 4.9 143 466 75 33
1.73 1.464 10:26:21 4.9 143 466 75 33
1.56 1.464 10:26:25 4.9 143 466 75 33
1.47 1.464 10:26:29 4.9 143 466 75 33
1.56 1.464 10:26:33 4.9 143 466 75 33
1.78 1.464 10:26:37 4.9 143 466 76 33
1.67 1.464 10:26:41 4.9 143 467 76 33
1.68 1.464 10:26:45 4.9 142 467 76 33
1.51 1.464 10:26:49 4.9 142 467 76 33
1.57 1.464 10:26:53 4.9 142 467 76 33
1.66 1.464 10:26:57 4.9 142 467 76 33
1.73 1.464 10:27:01 4.9 142 467 76 33
1.60 1.464 10:27:05 4.9 142 467 76 33
1.45 1.464 10:27:09 4.9 142 467 76 33
1.49 1.464 10:27:13 4.9 142 467 76 33
1.49 1.464 10:27:17 4.9 142 467 76 33
1.66 1.464 10:27:21 4.9 142 467 76 33
1.59 1.464 10:27:25 4.9 142 467 76 33
1.50 1.464 10:27:29 4.9 142 467 76 33
1.62 1.464 10:27:33 4.9 142 467 76 33
1.55 1.464 10:27:37 4.9 142 467 76 33
1.49 1.464 10:27:41 4.9 142 467 76 33
1.90 1.464 10:27:45 4.9 142 467 76 33
1.44 1.464 10:27:49 4.9 142 467 76 33
1.81 1.464 10:27:53 4.9 142 467 76 33
1.82 1.464 10:27:57 4.9 142 467 76 33
1.81 1.464 10:28:01 4.9 142 467 76 33
1.77 1.464 10:28:05 4.9 142 467 76 33
1.53 1.464 10:28:09 4.9 142 467 76 33
1.42 1.464 10:28:13 4.9 142 467 76 33
1.59 1.464 10:28:17 4.9 143 467 76 33
1.49 1.464 10:28:21 4.9 143 467 76 33
1.79 1.464 10:28:25 4.9 143 467 76 33
1.54 1.464 10:28:29 4.9 143 467 76 33
1.64 1.464 10:28:33 4.9 143 467 76 33
1.69 1.464 10:28:37 4.9 143 467 76 33
0.57 1.464 10:28:41 4.9 143 467 76 33
1.71 1.464 10:28:45 4.9 143 467 76 33
1.59 1.464 10:28:49 4.9 143 467 76 33
1.81 1.464 10:28:53 4.9 143 467 76 33
1.60 1.464 10:28:57 4.9 143 467 76 33
2.10 1.464 10:29:01 4.9 143 467 76 33
1.60 1.464 10:29:05 4.9 143 467 76 33
1.62 1.464 10:29:09 4.9 143 467 76 33
1.65 1.464 10:29:13 4.9 143 467 76 33
2.50 1.464 10:29:18 4.9 143 467 76 33
1.77 1.464 10:29:22 4.9 143 467 76 33
1.67 1.464 10:29:26 4.9 143 468 77 33
2.14 1.464 10:29:30 4.9 143 468 77 33
1.89 1.464 10:29:34 4.9 143 468 77 33
1.62 1.464 10:29:38 4.9 143 468 77 33
1.61 1.464 10:29:42 4.8 159 468 77 33
1.76 1.464 10:29:46 4.8 159 468 77 33
1.65 1.464 10:29:50 4.8 159 468 77 33
1.78 1.464 10:29:54 4.8 159 468 77 33
1.80 1.464 10:29:58 4.8 159 468 77 33
1.99 1.464 10:30:02 4.8 159 468 77 33
1.97 1.464 10:30:06 4.8 159 468 77 33
2.05 1.464 10:30:11 4.8 159 468 77 33
1.92 1.464 10:30:15 4.8 159 468 77 33
1.94 1.464 10:30:19 4.8 159 468 77 33
1.71 1.464 10:30:23 4.8 159 468 77 33
1.56 1.464 10:30:27 4.8 159 468 77 33
1.93 1.464 10:30:31 4.8 159 468 77 33
1.93 1.464 10:30:35 4.8 159 468 77 33
1.66 1.464 10:30:39 4.8 159 468 77 33
1.84 1.464 10:30:44 4.8 159 468 77 33
1.92 1.464 10:30:48 4.8 159 468 77 33
1.79 1.464 10:30:52 4.8 159 468 77 33
1.98 1.464 10:30:56 4.8 159 468 77 33
2.08 1.464 10:31:00 4.8 159 468 77 33
2.81 1.464 10:31:04 4.8 159 468 77 33
1.74 1.464 10:31:09 4.8 159 468 77 33
1.86 1.464 10:31:13 4.8 159 468 77 33
2.06 1.464 10:31:17 4.8 159 468 77 33
2.13 1.464 10:31:21 4.8 159 468 77 33
1.76 1.464 10:31:25 4.8 159 468 77 33
1.57 1.464 10:31:29 4.8 159 468 77 33
1.91 1.464 10:31:33 4.8 159 468 77 33
1.70 1.464 10:31:37 4.8 159 468 77 33
1.90 1.464 10:31:41 4.8 159 468 77 33
1.46 1.464 10:31:45 4.8 159 468 77 33
1.44 1.464 10:31:49 4.8 159 468 77 33
1.49 1.464 10:31:53 4.8 159 468 77 33
1.90 1.464 10:31:57 4.8 159 468 77 33
1.73 1.464 10:32:01 4.8 159 468 77 33
1.81 1.464 10:32:05 4.8 159 468 77 33
1.45 1.464 10:32:09 4.8 159 469 78 33
1.55 1.464 10:32:13 4.8 159 469 78 33
1.65 1.464 10:32:17 4.8 159 469 78 33
1.51 1.464 10:32:21 4.8 159 469 78 33
1.58 1.464 10:32:25 4.8 159 469 78 33
1.52 1.464 10:32:29 4.8 159 469 78 33
1.69 1.464 10:32:33 4.8 159 469 78 33
1.89 1.464 10:32:37 4.8 159 469 78 33
1.83 1.464 10:32:41 4.8 159 469 78 33
1.86 1.464 10:32:45 4.8 159 469 78 33
1.60 1.464 10:32:50 4.8 159 469 78 33
2.02 1.464 10:32:54 4.8 159 469 78 33
1.68 1.464 10:32:58 4.8 159 469 78 33
1.43 1.464 10:33:02 4.8 159 469 78 33
2.40 1.464 10:33:06 4.8 159 469 78 33
1.45 1.464 10:33:10 4.8 159 469 78 33
1.50 1.464 10:33:14 4.8 159 469 78 33
1.62 1.464 10:33:18 4.8 159 469 78 33
1.58 1.464 10:33:22 4.8 159 469 78 33
1.90 1.464 10:33:26 4.8 159 469 78 33
2.02 1.464 10:33:30 4.8 159 469 78 33
1.93 1.464 10:33:34 4.8 159 469 78 33
1.63 1.464 10:33:38 4.8 159 469 78 33
1.77 1.464 10:33:42 4.8 159 469 78 33
1.69 1.464 10:33:46 4.8 159 469 78 33
1.63 1.464 10:33:50 4.8 159 469 78 33
1.50 1.464 10:33:54 4.8 159 469 78 33
1.81 1.464 10:33:58 4.8 159 469 78 33
1.81 1.464 10:34:02 4.8 159 469 78 33
1.79 1.464 10:34:06 4.8 159 469 78 33
1.58 1.464 10:34:10 4.8 159 469 78 33
1.41 1.464 10:34:14 4.8 159 469 78 33
1.50 1.464 10:34:18 4.8 159 469 78 33
1.57 1.464 10:34:22 4.8 159 469 78 33
1.53 1.464 10:34:26 4.8 159 469 78 33
1.70 1.464 10:34:30 4.8 159 469 78 33
1.48 1.464 10:34:34 4.8 159 469 78 33
1.70 1.464 10:34:38 4.8 159 469 78 33
1.48 1.464 10:34:42 4.8 159 469 78 33
1.78 1.464 10:34:46 4.8 159 469 78 33
1.67 1.464 10:34:50 4.8 159 470 79 33
1.99 1.464 10:34:54 4.8 159 470 79 33
1.69 1.464 10:34:58 4.8 159 470 79 33
1.81 1.464 10:35:02 4.8 159 470 79 33
1.75 1.464 10:35:06 4.8 159 470 79 33
1.65 1.464 10:35:11 4.8 159 470 79 33
1.65 1.464 10:35:15 4.8 159 470 79 33
1.84 1.464 10:35:19 4.8 159 470 79 33
1.62 1.464 10:35:23 4.8 159 470 79 33
1.72 1.464 10:35:27 4.8 159 470 79 33
1.76 1.464 10:35:31 4.8 159 470 79 33
1.63 1.464 10:35:35 4.8 159 470 79 33
1.75 1.464 10:35:39 4.8 159 470 79 33
1.49 1.464 10:35:43 4.8 159 470 79 33
2.00 1.464 10:35:47 4.8 159 470 79 33
1.65 1.464 10:35:51 4.8 159 470 79 33
1.66 1.464 10:35:55 4.8 159 470 79 33
1.95 1.464 10:35:59 4.8 159 470 79 33
1.58 1.464 10:36:03 4.8 159 470 79 33
1.58 1.464 10:36:07 4.8 159 470 79 33
2.10 1.464 10:36:11 4.8 159 470 79 33
2.20 1.464 10:36:15 4.8 159 470 79 33
2.14 1.464 10:36:19 4.8 159 470 79 33
1.55 1.464 10:36:24 4.8 159 470 79 33
2.00 1.464 10:36:28 4.8 159 470 79 33
1.91 1.464 10:36:32 4.8 159 470 79 33
1.84 1.464 10:36:36 4.8 159 470 79 33
1.73 1.464 10:36:40 4.8 159 470 79 33
1.61 1.464 10:36:44 4.8 159 470 79 33
1.56 1.464 10:36:48 4.8 159 470 79 33
1.57 1.464 10:36:52 4.8 159 470 79 33
1.56 1.464 10:36:56 4.8 159 470 79 33
1.73 1.464 10:37:00 4.8 159 470 79 33
1.50 1.464 10:37:04 4.8 159 470 79 33
1.51 1.464 10:37:08 4.8 159 470 79 33
1.48 1.464 10:37:12 4.8 159 470 79 33
1.66 1.464 10:37:16 4.8 159 470 79 33
1.66 1.464 10:37:20 4.8 159 470 79 33
1.45 1.464 10:37:24 4.8 159 470 79 33
1.51 1.464 10:37:28 4.8 159 470 79 33
1.79 1.464 10:37:32 4.8 159 470 80 33
1.61 1.464 10:37:36 4.8 159 471 80 33
1.78 1.464 10:37:40 4.8 159 471 80 33
1.58 1.464 10:37:44 4.8 159 471 80 33
1.88 1.464 10:37:48 4.8 159 471 80 33
1.58 1.464 10:37:52 4.8 159 471 80 33
1.52 1.464 10:37:56 4.8 159 471 80 33
1.65 1.464 10:38:00 4.8 159 471 80 33
1.58 1.464 10:38:04 4.8 159 471 80 33
1.64 1.464 10:38:08 4.8 159 471 80 33
1.57 1.464 10:38:12 4.8 159 471 80 33
1.66 1.464 10:38:16 4.8 159 471 80 33
1.63 1.464 10:38:20 4.8 159 471 80 33
1.62 1.464 10:38:24 4.8 159 471 80 33
1.58 1.464 10:38:28 4.8 159 471 80 33
1.81 1.464 10:38:32 4.8 159 471 80 33
1.81 1.464 10:38:36 4.8 159 471 80 33
1.95 1.464 10:38:40 4.8 159 471 80 33
1.88 1.464 10:38:45 4.8 159 471 80 33
1.81 1.464 10:38:49 4.8 159 471 80 33
1.99 1.464 10:38:53 4.8 159 471 80 33
1.87 1.464 10:38:57 4.8 159 471 80 33
2.31 1.464 10:39:01 4.8 159 471 80 33
1.92 1.464 10:39:05 4.8 159 471 80 33
1.88 1.464 10:39:09 4.8 159 471 80 33
1.86 1.464 10:39:14 4.8 159 471 80 33
1.55 1.464 10:39:18 4.8 159 471 80 33
1.57 1.464 10:39:22 4.8 159 471 80 33
1.62 1.464 10:39:26 4.8 159 471 80 33
1.55 1.464 10:39:30 4.8 159 471 80 33
1.48 1.464 10:39:34 4.8 159 471 80 33
1.59 1.464 10:39:38 4.8 159 471 80 33
1.69 1.464 10:39:42 4.8 159 471 80 33
1.68 1.464 10:39:46 4.8 159 471 80 33
1.53 1.464 10:39:50 4.8 159 471 80 33
1.71 1.464 10:39:54 4.8 159 471 80 33
1.73 1.464 10:39:58 4.8 159 471 80 33
1.52 1.464 10:40:02 4.8 159 471 80 33
1.67 1.464 10:40:06 4.8 159 471 80 33
1.60 1.464 10:40:10 4.8 159 471 80 33
1.47 1.464 10:40:14 4.8 159 471 80 33
1.57 1.464 10:40:18 4.8 159 472 81 33
1.57 1.464 10:40:22 4.8 159 472 81 33
1.43 1.464 10:40:26 4.8 159 472 81 33
1.62 1.464 10:40:30 4.8 159 472 81 33
1.40 1.464 10:40:34 4.8 159 472 81 33
1.55 1.464 10:40:38 4.8 159 472 81 33
1.49 1.464 10:40:42 4.8 159 472 81 33
1.66 1.464 10:40:46 4.8 159 472 81 33
1.56 1.464 10:40:50 4.8 159 472 81 33
1.37 1.464 10:40:54 4.8 159 472 81 33
1.91 1.464 10:40:58 4.8 159 472 81 33
1.67 1.464 10:41:02 4.8 159 472 81 33
1.72 1.464 10:41:06 4.8 159 472 81 33
1.68 1.464 10:41:10 4.8 159 472 81 33
2.56 1.464 10:41:14 4.8 159 472 81 33
1.79 1.464 10:41:18 4.8 159 472 81 33
1.50 1.464 10:41:22 4.8 159 472 81 33
1.66 1.464 10:41:26 4.8 159 472 81 33
1.65 1.464 10:41:30 4.8 159 472 81 33
1.48 1.464 10:41:34 4.8 159 472 81 33
1.57 1.464 10:41:38 4.8 159 472 81 33
1.53 1.464 10:41:42 4.8 147 472 81 33
1.67 1.464 10:41:46 4.8 147 472 81 33
1.74 1.464 10:41:50 4.8 147 472 81 33
1.59 1.464 10:41:54 4.8 147 472 81 33
2.58 1.464 10:41:58 4.8 147 472 81 33
1.72 1.464 10:42:02 4.8 147 472 81 33
1.96 1.464 10:42:06 4.8 147 472 81 33
1.81 1.464 10:42:10 4.8 147 472 81 33
1.39 1.464 10:42:14 4.8 147 472 81 33
1.92 1.464 10:42:18 4.8 147 472 81 33
1.77 1.464 10:42:22 4.8 147 472 81 33
1.63 1.464 10:42:26 4.8 147 472 81 33
1.84 1.464 10:42:30 4.9 127 452 61 33
1.52 1.464 10:42:34 4.9 127 452 61 33
1.78 1.464 10:42:38 4.9 127 452 61 33
1.61 1.464 10:42:42 4.9 128 452 61 33
1.60 1.464 10:42:46 4.9 128 452 61 33
1.88 1.464 10:42:50 4.9 128 452 61 33
1.63 1.464 10:42:54 4.9 128 452 61 33
1.74 1.464 10:42:58 4.9 128 452 61 33
1.67 1.464 10:43:02 4.9 128 452 61 33
1.81 1.464 10:43:06 4.9 128 452 61 33
1.65 1.464 10:43:10 4.9 128 452 61 33
2.11 1.464 10:43:14 4.9 128 453 62 33
1.69 1.464 10:43:18 4.9 128 453 62 33
1.54 1.464 10:43:22 4.9 128 453 62 33
1.64 1.464 10:43:26 4.9 128 453 62 33
1.67 1.464 10:43:30 4.9 128 453 62 33
1.56 1.464 10:43:34 4.9 128 453 62 33
1.74 1.464 10:43:38 4.9 128 453 62 33
1.55 1.464 10:43:42 4.9 128 453 62 33
1.66 1.464 10:43:46 4.9 128 453 62 33
1.60 1.464 10:43:50 4.9 128 453 62 33
1.44 1.464 10:43:54 4.9 128 453 62 33
1.74 1.464 10:43:58 4.9 128 453 62 33
1.61 1.464 10:44:02 4.9 129 453 62 33
1.71 1.464 10:44:06 4.9 129 453 62 33
1.50 1.464 10:44:10 4.9 129 453 62 33
1.43 1.464 10:44:14 4.9 129 453 62 33
1.70 1.464 10:44:18 4.9 129 453 62 33
1.64 1.464 10:44:22 4.9 129 453 62 33
1.48 1.464 10:44:26 4.9 129 453 62 33
1.68 1.464 10:44:30 4.9 129 453 62 33
1.48 1.464 10:44:34 4.9 129 453 62 33
1.52 1.464 10:44:38 4.9 129 453 62 33
1.83 1.464 10:44:42 4.9 129 453 62 33
1.52 1.464 10:44:46 4.9 129 453 62 33
1.64 1.464 10:44:50 4.9 129 453 62 33
1.57 1.464 10:44:54 4.9 129 453 62 33
1.69 1.464 10:44:58 4.9 129 453 62 33
1.73 1.464 10:45:02 4.9 129 453 62 33
1.50 1.464 10:45:06 4.9 129 453 62 33
1.42 1.464 10:45:10 4.9 129 453 62 33
1.39 1.464 10:45:14 4.9 129 453 62 33
1.48 1.464 10:45:18 4.9 129 453 62 33
1.53 1.464 10:45:22 4.9 129 453 62 33
1.40 1.464 10:45:26 4.9 129 453 62 33
1.63 1.464 10:45:30 4.9 129 453 62 33
1.43 1.464 10:45:34 4.9 129 453 62 33
1.42 1.464 10:45:38 4.9 129 453 62 33
1.47 1.464 10:45:42 4.9 129 453 62 33
1.43 1.464 10:45:46 4.9 129 453 62 33
1.54 1.464 10:45:50 4.9 129 453 62 33
1.29 1.464 10:45:54 4.9 129 453 62 33
1.48 1.464 10:45:58 4.9 129 454 63 33
1.55 1.464 10:46:02 4.9 129 454 63 33
1.51 1.464 10:46:06 4.9 129 454 63 33
1.48 1.464 10:46:10 4.9 129 454 63 33
1.33 1.464 10:46:14 4.9 129 454 63 33
1.47 1.464 10:46:18 4.9 129 454 63 33
1.49 1.464 10:46:22 4.9 129 454 63 33
1.31 1.464 10:46:26 4.9 129 454 63 33
1.61 1.464 10:46:30 4.9 129 454 63 33
1.48 1.464 10:46:34 4.9 129 454 63 33
1.49 1.464 10:46:38 4.9 129 454 63 33
1.50 1.464 10:46:42 4.9 129 454 63 33
1.45 1.464 10:46:46 4.9 131 454 63 33
1.76 1.464 10:46:50 4.9 131 454 63 33
1.38 1.464 10:46:54 4.9 131 454 63 33
1.68 1.464 10:46:58 4.9 131 454 63 33
2.51 1.464 10:47:02 4.9 131 454 63 33
1.69 1.464 10:47:06 4.9 131 454 63 33
1.72 1.464 10:47:10 4.9 131 454 63 33
1.50 1.464 10:47:14 4.9 131 454 63 33
1.82 1.464 10:47:18 4.9 131 454 63 33
1.41 1.464 10:47:22 4.9 131 454 63 33
1.48 1.464 10:47:26 4.9 131 454 63 33
1.49 1.464 10:47:30 4.9 131 454 63 33
1.39 1.464 10:47:34 4.9 131 454 63 33
1.48 1.464 10:47:38 4.9 131 454 63 33
1.35 1.464 10:47:42 4.9 131 454 63 33
1.46 1.464 10:47:46 4.9 131 454 63 33
1.49 1.464 10:47:50 4.9 131 454 63 33
1.35 1.464 10:47:54 4.9 131 454 63 33
1.47 1.464 10:47:58 4.9 131 454 63 33
1.66 1.464 10:48:02 4.9 131 454 63 33
1.46 1.464 10:48:06 4.9 131 454 63 33
1.64 1.464 10:48:10 4.9 131 454 63 33
1.36 1.464 10:48:14 4.9 131 454 63 33
1.43 1.464 10:48:18 4.9 131 454 63 33
1.59 1.464 10:48:22 4.9 131 454 63 33
1.41 1.464 10:48:26 4.9 131 454 63 33
1.63 1.464 10:48:30 4.9 131 454 63 33
1.39 1.464 10:48:34 4.9 131 454 63 33
1.43 1.464 10:48:38 4.9 131 454 63 33
1.46 1.464 10:48:42 4.9 131 455 64 33
1.50 1.464 10:48:46 4.9 131 455 64 33
1.59 1.464 10:48:50 4.9 131 455 64 33
1.48 1.464 10:48:54 4.9 131 455 64 33
1.54 1.464 10:48:58 4.9 131 455 64 33
1.92 1.464 10:49:02 4.9 131 455 64 33
1.57 1.464 10:49:06 4.9 131 455 64 33
1.49 1.464 10:49:10 4.9 131 455 64 33
1.44 1.464 10:49:14 4.9 131 455 64 33
1.50 1.464 10:49:18 4.9 131 455 64 33
1.53 1.464 10:49:22 4.9 131 455 64 33
1.48 1.464 10:49:26 4.9 131 455 64 33
1.65 1.464 10:49:30 4.9 131 455 64 33
1.41 1.464 10:49:34 4.9 131 455 64 33
1.59 1.464 10:49:38 4.9 131 455 64 33
1.48 1.464 10:49:42 4.9 131 455 64 33
1.55 1.464 10:49:46 4.9 131 455 64 33
1.54 1.464 10:49:50 4.9 131 455 64 33
1.35 1.464 10:49:54 4.9 131 455 64 33
1.84 1.464 10:49:58 4.9 131 455 64 33
1.55 1.464 10:50:02 4.9 131 455 64 33
1.56 1.464 10:50:06 4.9 131 455 64 33
1.62 1.464 10:50:10 4.9 131 455 64 33
1.36 1.464 10:50:14 4.9 131 455 64 33
1.51 1.464 10:50:18 4.9 131 455 64 33
1.43 1.464 10:50:22 4.9 131 455 64 33
1.52 1.464 10:50:26 4.9 131 455 64 33
1.72 1.464 10:50:30 4.9 131 455 64 33
1.42 1.464 10:50:34 4.9 131 455 64 33
1.49 1.464 10:50:38 4.9 131 455 64 33
1.36 1.464 10:50:42 4.9 131 455 64 33
1.53 1.464 10:50:46 4.9 131 455 64 33
1.62 1.464 10:50:50 4.9 131 455 64 33
1.44 1.464 10:50:54 4.9 131 455 64 33
1.59 1.464 10:50:58 4.9 131 455 64 33
1.59 1.464 10:51:02 4.9 131 455 64 33
1.79 1.464 10:51:06 4.9 131 455 64 33
1.76 1.464 10:51:10 4.9 131 455 64 33
1.39 1.464 10:51:14 4.9 131 455 64 33
1.46 1.464 10:51:18 4.9 131 455 64 33
1.46 1.464 10:51:22 4.9 131 455 64 33
1.49 1.464 10:51:26 4.9 131 456 65 33
1.40 1.464 10:51:30 4.9 131 456 65 33
1.56 1.464 10:51:34 4.9 131 456 65 33
1.41 1.464 10:51:38 4.9 131 456 65 33
1.61 1.464 10:51:42 4.9 131 456 65 33
1.65 1.464 10:51:46 4.9 131 456 65 33
1.72 1.464 10:51:50 4.9 131 456 65 33
1.40 1.464 10:51:54 4.9 131 456 65 33
1.60 1.464 10:51:58 4.9 131 456 65 33
1.34 1.464 10:52:02 4.9 131 456 65 33
1.57 1.464 10:52:06 4.9 131 456 65 33
1.60 1.464 10:52:10 4.9 131 456 65 33
1.61 1.464 10:52:14 4.9 135 456 65 33
1.54 1.464 10:52:18 4.9 135 456 65 33
1.67 1.464 10:52:22 4.9 135 456 65 33
1.58 1.464 10:52:26 4.9 135 456 65 33
1.57 1.464 10:52:30 4.9 135 456 65 33
1.40 1.464 10:52:34 4.9 135 456 65 33
1.43 1.464 10:52:38 4.9 135 456 65 33
1.45 1.464 10:52:42 4.9 135 456 65 33
1.54 1.464 10:52:46 4.9 135 456 65 33
1.54 1.464 10:52:50 4.9 135 456 65 33
1.41 1.464 10:52:54 4.9 135 456 65 33
1.86 1.464 10:52:58 4.9 135 456 65 33
1.82 1.464 10:53:02 4.9 135 456 65 33
2.04 1.464 10:53:06 4.9 135 456 65 33
1.53 1.464 10:53:10 4.9 135 456 65 33
1.56 1.464 10:53:14 4.9 135 456 65 33
1.48 1.464 10:53:18 4.9 135 456 65 33
1.82 1.464 10:53:22 4.9 135 456 65 33
1.63 1.464 10:53:26 4.9 135 456 65 33
1.64 1.464 10:53:30 4.9 135 456 65 33
1.47 1.464 10:53:34 4.9 135 456 65 33
1.50 1.464 10:53:38 4.9 135 456 65 33
1.53 1.464 10:53:42 4.9 135 456 65 33
1.75 1.464 10:53:46 4.9 135 456 65 33
1.58 1.464 10:53:50 4.9 135 456 65 33
1.57 1.464 10:53:54 4.9 135 456 65 33
1.96 1.464 10:53:58 4.9 135 456 65 33
1.61 1.464 10:54:02 4.9 135 456 65 33
1.60 1.464 10:54:06 4.9 135 457 66 33
1.65 1.464 10:54:10 4.9 135 457 66 33
1.39 1.464 10:54:14 4.9 135 457 66 33
1.63 1.464 10:54:18 4.9 135 457 66 33
1.49 1.464 10:54:22 4.9 135 457 66 33
1.65 1.464 10:54:26 4.9 135 457 66 33
1.54 1.464 10:54:30 4.9 135 457 66 33
1.42 1.464 10:54:34 4.9 135 457 66 33
1.46 1.464 10:54:38 4.9 135 457 66 33
1.54 1.464 10:54:42 4.9 135 457 66 33
1.48 1.464 10:54:46 4.9 135 457 66 33
2.02 1.464 10:54:50 4.9 135 457 66 33
1.58 1.464 10:54:54 4.9 135 457 66 33
1.95 1.464 10:54:58 4.9 135 457 66 33
1.94 1.464 10:55:02 4.9 135 457 66 33
1.59 1.464 10:55:06 4.9 135 457 66 33
1.51 1.464 10:55:10 4.9 135 457 66 33
1.80 1.464 10:55:14 4.9 135 457 66 33
1.53 1.464 10:55:18 4.9 135 457 66 33
1.39 1.464 10:55:22 4.9 135 457 66 33
1.49 1.464 10:55:26 4.9 135 457 66 33
1.55 1.464 10:55:30 4.9 135 457 66 33
1.49 1.464 10:55:34 4.9 135 457 66 33
1.40 1.464 10:55:38 4.9 135 457 66 33
1.55 1.464 10:55:42 4.9 136 457 68 33
1.61 1.464 10:55:46 4.9 136 457 68 33
1.62 1.464 10:55:50 4.9 136 457 68 33
1.40 1.464 10:55:54 4.9 136 457 68 33
1.48 1.464 10:55:58 4.9 136 457 68 33
1.67 1.464 10:56:02 4.9 136 457 68 33
1.73 1.464 10:56:06 4.9 136 457 68 33
1.57 1.464 10:56:10 4.9 136 457 68 33
1.46 1.464 10:56:14 4.9 136 457 68 33
1.75 1.464 10:56:18 4.9 136 457 68 33
1.75 1.463 10:56:22 4.9 136 457 68 33
1.80 1.463 10:56:26 4.9 136 457 68 33
1.53 1.464 10:56:30 4.9 136 457 68 33
1.53 1.464 10:56:34 4.9 136 457 68 33
1.46 1.464 10:56:38 4.9 136 457 68 33
1.50 1.464 12:54:40 4.9 137 461 70 33
1.58 1.464 12:54:43 4.9 137 461 70 33
1.63 1.464 12:54:47 4.9 137 461 70 33
1.65 1.464 12:54:51 4.9 137 461 70 33
2.17 1.464 12:54:55 4.9 137 461 70 33
1.62 1.464 12:54:59 4.9 137 461 70 33
1.61 1.464 12:55:03 4.9 137 461 70 33
1.86 1.464 12:55:07 4.9 137 461 70 33
1.44 1.464 12:55:11 4.9 137 461 70 33
1.77 1.464 12:55:15 4.9 137 461 70 33
1.86 1.464 12:55:19 4.9 137 461 70 33
1.48 1.464 12:55:23 4.9 137 461 70 33
1.41 1.464 12:55:27 4.9 137 461 70 33
